 552.79054 16.836 0.011
 553.85897 16.841 0.010
 554.85167 16.787 0.011
 555.79571 16.879 0.013
 557.70264 16.927 0.015
 557.79228 16.776 0.013
 557.88212 16.937 0.014
 558.74781 16.903 0.014
 558.88381 16.957 0.013
 559.69800 16.862 0.018
 560.67696 16.925 0.015
 560.76742 16.786 0.013
 560.88032 17.001 0.016
 561.67600 16.784 0.013
 561.80429 16.969 0.013
 561.87373 16.869 0.013
 562.71618 17.000 0.017
 562.80036 16.810 0.013
 562.89108 16.839 0.015
 563.80747 16.889 0.012
 563.89488 17.025 0.017
 567.71596 16.970 0.012
 567.84528 16.802 0.013
 568.71465 16.852 0.013
 568.79942 16.782 0.011
 569.68090 16.774 0.011
 570.67488 16.960 0.014
 570.85438 16.775 0.012
 570.88461 16.767 0.011
 570.89692 16.779 0.014
 571.65624 16.907 0.017
 571.77592 16.773 0.011
 571.88977 16.950 0.013
 572.72369 16.837 0.013
 572.86026 16.869 0.014
 573.65074 16.964 0.015
 573.82598 16.753 0.010
 574.67273 16.820 0.012
 574.76310 16.800 0.012
 575.86056 16.814 0.013
 576.67678 17.005 0.015
 576.81796 16.800 0.011
 576.92397 16.903 0.014
 577.83029 16.959 0.013
 578.67812 16.894 0.012
 581.65004 16.850 0.013
 581.86964 16.747 0.011
 582.66320 16.911 0.016
 582.88017 16.971 0.015
 583.65818 16.768 0.011
 583.76788 16.980 0.013
 583.90293 16.794 0.013
 587.67335 16.977 0.015
 588.65621 16.812 0.013
 588.77399 16.861 0.014
 588.92990 16.906 0.013
 590.67469 16.991 0.023
 590.75559 16.756 0.019
 599.66728 16.789 0.012
 600.65331 16.843 0.012
 600.79279 17.016 0.013
 601.72361 16.866 0.011
 601.92533 16.984 0.016
 605.58582 16.839 0.019
 605.91480 16.776 0.018
 605.94272 16.755 0.018
 606.58572 16.823 0.011
 606.72491 17.011 0.012
 606.89871 16.824 0.013
 607.57881 16.989 0.013
 607.69898 16.818 0.011
 607.85563 16.976 0.013
 608.57394 16.823 0.012
 608.69081 16.850 0.011
 608.84729 16.883 0.012
 614.59559 16.776 0.012
 614.78483 16.930 0.013
 615.57589 16.970 0.013
 615.67048 16.966 0.012
 615.76545 16.771 0.012
 615.88436 16.951 0.013
 615.93467 16.936 0.020
 616.57626 16.902 0.013
 616.69446 16.796 0.011
 616.78989 16.952 0.014
 616.88558 16.853 0.015
 622.78604 16.991 0.015
 623.66047 17.030 0.013
 623.79983 16.761 0.012
 624.57741 16.981 0.014
 624.67306 16.778 0.011
 624.74744 16.842 0.012
 625.58738 16.790 0.012
 625.68677 16.930 0.014
 626.56858 16.946 0.013
 626.64308 16.998 0.013
 626.78271 16.761 0.011
 627.80503 16.991 0.017
 628.62181 16.879 0.012
 628.72165 17.007 0.014
 628.83065 16.774 0.015
 629.59171 16.981 0.014
 629.71187 16.758 0.012
 630.56161 16.858 0.013
 631.63903 16.952 0.012
 631.73524 16.926 0.013
 632.62977 16.903 0.014
 632.72183 16.784 0.011
 633.60893 16.798 0.011
 635.67851 16.773 0.013
 643.55294 16.954 0.015
 643.64813 16.835 0.014
 645.56640 16.909 0.013
 649.50712 16.967 0.017
 652.55237 16.905 0.013
 653.69380 17.021 0.016
 655.71961 16.941 0.012
 656.59382 16.901 0.011
 657.59056 16.971 0.013
 658.59744 16.799 0.013
 663.53699 16.959 0.014
 665.56421 16.992 0.012
 666.50049 16.983 0.015
 667.53659 16.784 0.010
 669.49921 16.928 0.012
 670.66761 16.967 0.015
 671.50246 16.961 0.017
 673.64000 16.934 0.016
 684.48928 16.817 0.011
 685.48010 16.952 0.013
 686.53199 16.790 0.011
 687.52518 16.932 0.012
 688.50569 16.984 0.014
 689.49058 16.783 0.011
 694.49555 16.837 0.015
 697.49683 16.810 0.013
 698.49238 16.855 0.012
 699.48890 17.015 0.013
 700.50471 16.784 0.011
 701.48852 16.927 0.021
 704.50627 16.958 0.017
 708.57662 16.818 0.013
 713.49775 16.936 0.013
 720.50169 16.912 0.011
 728.60783 16.936 0.016
 742.55382 16.904 0.018
 753.51693 16.927 0.014
 857.87745 16.883 0.018
 877.88796 16.942 0.012
 878.84066 16.830 0.010
 890.88580 16.902 0.013
 896.81407 16.866 0.010
 900.81330 16.974 0.011
 918.82322 16.862 0.012
 924.88350 16.971 0.015
 928.88359 16.773 0.013
 930.80617 17.016 0.014
 933.78653 16.952 0.016
 934.83760 16.774 0.013
 936.82991 16.810 0.011
 937.77300 16.792 0.012
 939.73367 17.007 0.015
 941.70764 16.842 0.012
 950.68482 16.956 0.015
 951.75537 16.762 0.012
 952.72210 16.873 0.011
 953.73604 16.891 0.014
 954.74128 16.770 0.013
 961.77735 16.934 0.014
 962.70265 16.807 0.012
 963.70965 16.883 0.013
 964.77781 16.809 0.011
 965.67984 16.839 0.013
 966.65561 16.791 0.011
 970.82510 16.820 0.015
 984.70253 16.807 0.012
 985.60647 16.817 0.011
 988.80967 16.954 0.018
 990.66653 16.818 0.011
 991.66440 16.880 0.012
 995.73385 16.780 0.015
 998.75695 16.805 0.013
1006.71598 16.798 0.016
1006.72416 16.794 0.015
1011.75951 16.813 0.012
1021.65056 16.783 0.013
1026.61025 16.829 0.013
1035.55137 16.804 0.014
1036.59610 16.946 0.013
1037.58747 16.963 0.014
1038.63415 16.818 0.016
1040.51735 17.003 0.015
1041.53379 16.787 0.013
1043.56366 16.849 0.014
1045.51202 16.924 0.013
1046.51929 16.946 0.012
1047.55341 16.860 0.017
1048.53270 17.020 0.015
1051.57929 16.851 0.016
1053.61542 16.987 0.015
1054.50778 17.002 0.014
1060.52758 16.798 0.015
1061.51608 16.819 0.014
1064.51972 16.887 0.016
1065.48710 17.041 0.015
1069.63174 16.955 0.016
1074.53113 16.770 0.014
1077.58427 16.852 0.014
1080.49640 16.800 0.014
1087.54576 16.944 0.015
1090.55344 16.826 0.015
1092.59609 16.978 0.019
1105.56431 16.919 0.015
1107.52407 16.786 0.014
1113.56408 16.892 0.020
1119.50990 16.822 0.017
1220.86113 16.820 0.019
1225.84279 16.861 0.015
1237.86142 16.888 0.017
1242.79884 16.815 0.020
1252.79465 16.993 0.019
1255.84820 16.893 0.017
1259.81181 16.819 0.013
1264.89502 16.871 0.014
1272.86844 16.805 0.014
1279.88329 17.049 0.017
1289.78064 16.840 0.013
1291.86317 16.836 0.012
1295.75928 16.801 0.013
1296.87521 16.948 0.013
1297.82672 16.744 0.013
1298.91985 16.980 0.016
1299.86641 16.858 0.016
1305.79665 16.917 0.015
1306.67559 17.000 0.016
1307.89210 16.863 0.015
1310.81602 17.021 0.013
1312.77065 16.845 0.012
1313.89176 16.783 0.012
1315.78207 16.967 0.015
1316.70729 16.983 0.014
1317.78755 16.792 0.014
1318.77558 16.930 0.016
1318.87122 16.904 0.015
1319.80857 16.823 0.013
1319.88007 16.800 0.015
1320.65927 16.991 0.016
1320.90543 17.012 0.015
1321.68375 16.874 0.014
1321.87725 16.849 0.016
1323.82251 16.896 0.018
1327.76107 16.989 0.017
1332.81398 17.045 0.017
1335.71507 16.953 0.014
1338.76277 17.025 0.016
1340.66139 16.772 0.012
1342.61702 17.048 0.014
1346.67509 16.874 0.013
1347.70511 16.982 0.015
1348.73845 16.832 0.013
1349.75232 16.990 0.015
1350.78001 16.796 0.011
1354.62969 16.792 0.014
1355.60454 16.902 0.017
1365.66908 16.812 0.013
1366.61557 16.933 0.015
1367.68274 16.817 0.015
1368.63148 16.815 0.011
1368.81124 16.990 0.017
1369.57566 16.896 0.016
1369.73256 16.867 0.013
1370.57235 17.028 0.017
1374.71830 16.970 0.018
1375.64201 17.002 0.014
1394.58560 16.951 0.015
1395.56423 17.014 0.014
1397.71338 16.784 0.014
1398.56754 16.906 0.012
1399.58968 16.854 0.013
1400.59641 17.002 0.014
1401.55451 16.812 0.014
1402.54727 16.863 0.013
1403.61734 16.930 0.014
1404.55068 16.838 0.013
1407.56861 16.786 0.014
1408.54581 16.954 0.013
1410.55800 16.812 0.018
1415.55276 16.812 0.015
1416.53303 16.868 0.013
1418.51378 16.840 0.014
1430.60350 17.002 0.017
1433.50953 16.927 0.014
1436.60997 16.991 0.014
1441.51533 16.857 0.020
1443.50962 16.800 0.015
1447.53593 16.999 0.020
1449.53580 16.854 0.014
1454.53381 16.781 0.016
1459.51217 16.984 0.017
1479.50670 16.813 0.021
1595.85949 16.926 0.016
1596.88317 16.921 0.018
1597.86359 16.801 0.016
1597.87369 16.782 0.015
1599.89004 16.826 0.017
1600.88260 16.895 0.016
1609.82215 16.897 0.015
1612.86432 17.016 0.019
1616.89632 16.773 0.013
1618.83273 17.021 0.016
1621.78394 17.029 0.021
1623.79580 16.906 0.015
1625.84533 16.847 0.015
1627.80510 16.942 0.017
1630.88717 16.798 0.017
1633.77902 16.850 0.013
1644.90036 16.933 0.013
1646.84990 16.840 0.014
1652.81594 16.821 0.014
1653.80452 16.844 0.012
1655.90788 16.884 0.014
1661.85247 16.895 0.013
1662.90042 16.866 0.012
1663.81791 16.833 0.012
1665.73017 16.897 0.017
1666.82144 16.794 0.011
1667.86568 16.999 0.015
1668.87938 16.834 0.012
1670.74795 16.858 0.012
1671.84196 16.846 0.012
1674.80273 16.850 0.013
1676.78442 17.023 0.013
1681.82482 16.992 0.017
1682.82743 16.870 0.016
1687.84718 16.987 0.019
1692.66517 16.808 0.012
1693.76722 17.010 0.014
1695.84664 17.023 0.013
1698.70182 16.820 0.016
1700.86796 17.010 0.015
1702.69250 17.039 0.014
1703.84933 17.014 0.015
1705.69072 16.962 0.016
1706.71184 16.855 0.013
1709.63366 16.814 0.013
1717.66456 16.803 0.010
1721.73936 17.003 0.017
1722.64622 16.991 0.013
1725.66526 16.817 0.014
1725.70464 16.814 0.012
1726.61360 16.829 0.012
1728.65771 16.796 0.014
1729.63316 16.888 0.011
1730.60432 16.993 0.015
1731.51939 17.004 0.017
1732.67180 17.002 0.014
1742.66318 16.812 0.012
1743.64012 16.952 0.013
1744.72246 16.738 0.016
1745.65026 16.804 0.012
1748.57560 16.790 0.015
1749.51647 16.814 0.013
1750.65964 16.793 0.013
1751.57660 16.807 0.011
1752.61239 16.954 0.015
1754.60660 16.892 0.014
1755.62114 17.002 0.016
1756.55902 16.918 0.012
1757.59646 16.921 0.013
1758.60315 17.020 0.014
1759.53193 16.927 0.012
1760.58146 16.962 0.013
1761.54849 17.036 0.015
1762.54581 16.801 0.011
1763.49980 16.868 0.012
1764.58948 16.865 0.012
1765.59260 16.838 0.016
1769.56345 17.025 0.015
1771.56548 16.777 0.022
1772.57560 17.023 0.014
1773.59012 16.837 0.012
1775.59097 16.882 0.013
1776.58623 16.866 0.012
1777.60068 17.035 0.015
1783.60118 16.958 0.013
1784.59088 16.808 0.013
1785.59025 16.949 0.015
1787.58536 16.892 0.014
1788.55426 16.952 0.017
1790.56783 16.824 0.013
1803.51522 16.995 0.015
1806.56518 16.802 0.013
1809.57452 16.807 0.011
1811.58269 16.793 0.017
1814.53117 16.890 0.013
1816.51880 16.976 0.016
1818.50100 16.810 0.014
1824.54382 16.963 0.017
1829.52931 16.874 0.016
1834.51052 16.813 0.013
1843.51214 16.914 0.014
1848.52878 16.793 0.017
2125.61710 16.800 0.020
2129.69151 16.988 0.015
2132.63307 17.011 0.016
2136.53720 16.914 0.018
2141.54891 17.015 0.015
2144.63908 16.777 0.013
2160.60661 16.978 0.018
2211.50155 16.849 0.024
2347.83310 16.939 0.017
2357.86063 16.798 0.014
2372.84851 16.991 0.017
2383.81116 16.959 0.016
2388.79100 16.800 0.016
2397.69809 16.816 0.015
2401.82974 16.775 0.014
2403.90672 16.790 0.014
2405.89412 17.017 0.020
